age,gender,haoxin_yijiantong,mobile_network_registered,mobile_realname_verification,fraud_risk,identity_feature_score,contract_ability_score,default_risk_score,consumer_preference_score,behavior_feature_score,social_influence_score,growth_potential_score,institution_industry,hit_institutions_count,hit_banks_count,hit_consumer_finance_count,hit_microloan_count,institution_query_total,institution_query_3m,institution_query_6m,haoxin_risk_score,haoxin_litigation_score,overall_score
26.0,0,0,0,0,0.0,94.0,95.0,38.0,94.0,86.0,49.0,88.0,0.0,30.0,1.0,4.0,16.0,72.0,10.0,27.0,0.0,0.0,479.0
27.0,1,1,0,1,0.0,85.0,85.0,34.0,94.0,89.0,49.0,88.0,2.0,27.0,0.0,0.0,22.0,65.0,10.0,15.0,0.0,0.0,383.0
28.0,1,0,0,0,0.0,76.0,92.0,45.0,93.0,91.0,49.0,85.0,1.0,10.0,0.0,1.0,7.0,12.0,1.0,2.0,104.0,0.0,449.0
26.0,0,1,1,1,0.0,86.0,82.0,60.0,94.0,87.0,49.0,88.0,2.0,21.0,0.0,2.0,15.0,58.0,0.0,0.0,0.0,0.0,459.0
36.0,0,1,0,1,0.0,89.0,85.0,71.0,90.0,89.0,49.0,88.0,1.0,5.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,509.0
22.0,0,0,0,0,0.0,92.0,89.0,63.0,94.0,86.0,49.0,88.0,1.0,19.0,0.0,1.0,13.0,29.0,1.0,1.0,0.0,0.0,549.0
27.0,0,0,0,0,0.0,88.0,58.0,37.0,80.0,89.0,49.0,85.0,2.0,30.0,2.0,1.0,21.0,87.0,9.0,23.0,0.0,0.0,401.0
20.0,0,1,1,1,0.0,92.0,89.0,70.0,96.0,86.0,49.0,88.0,5.0,5.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,592.0
22.0,0,0,0,0,0.0,90.0,80.0,36.0,79.0,86.0,49.0,88.0,1.0,12.0,1.0,1.0,8.0,25.0,1.0,3.0,0.0,0.0,401.0
23.0,1,0,0,0,0.0,89.0,89.0,39.0,94.0,87.0,49.0,88.0,1.0,19.0,0.0,3.0,15.0,41.0,4.0,9.0,0.0,0.0,448.0
41.0,0,0,0,0,0.0,94.0,95.0,32.0,96.0,91.0,49.0,85.0,1.0,36.0,0.0,5.0,25.0,97.0,28.0,57.0,0.0,0.0,494.0
37.0,1,0,0,0,0.0,89.0,17.0,35.0,91.0,95.0,57.0,83.0,1.0,22.0,1.0,0.0,15.0,52.0,0.0,0.0,91.0,0.0,358.0
30.0,0,0,0,0,0.0,94.0,81.0,54.0,97.0,86.0,49.0,85.0,1.0,22.0,0.0,1.0,15.0,74.0,0.0,0.0,0.0,0.0,492.0
32.0,1,0,0,0,0.0,84.0,75.0,17.0,90.0,86.0,49.0,85.0,1.0,26.0,1.0,2.0,20.0,62.0,0.0,15.0,32.0,0.0,459.0
22.0,0,0,0,0,0.0,91.0,91.0,87.0,94.0,86.0,49.0,88.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,650.0
24.0,0,1,1,1,0.0,92.0,70.0,61.0,94.0,86.0,49.0,88.0,1.0,19.0,1.0,0.0,13.0,55.0,0.0,0.0,0.0,0.0,471.0
33.0,0,0,0,0,0.0,92.0,85.0,68.0,85.0,87.0,49.0,88.0,4.0,5.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,574.0
39.0,0,0,0,0,0.0,91.0,58.0,45.0,91.0,77.0,49.0,88.0,0.0,24.0,2.0,3.0,16.0,42.0,3.0,6.0,0.0,0.0,358.0
24.0,1,0,1,0,0.0,83.0,67.0,40.0,89.0,86.0,49.0,88.0,5.0,38.0,1.0,5.0,24.0,127.0,3.0,14.0,0.0,0.0,469.0
39.0,0,1,0,1,0.0,83.0,87.0,50.0,86.0,89.0,49.0,88.0,1.0,14.0,1.0,3.0,8.0,16.0,1.0,4.0,12.0,0.0,452.0
45.0,0,0,0,0,0.0,73.0,81.0,28.0,93.0,87.0,57.0,85.0,2.0,21.0,0.0,3.0,16.0,41.0,17.0,32.0,0.0,0.0,448.0
35.0,0,0,0,0,0.0,90.0,83.0,69.0,91.0,52.0,49.0,85.0,4.0,14.0,2.0,1.0,8.0,27.0,0.0,3.0,0.0,0.0,415.0
29.0,0,1,1,1,0.0,85.0,36.0,72.0,88.0,87.0,49.0,85.0,1.0,19.0,0.0,1.0,13.0,31.0,0.0,1.0,11.0,0.0,374.0
26.0,0,1,1,1,0.0,85.0,92.0,66.0,92.0,87.0,49.0,88.0,3.0,29.0,2.0,2.0,21.0,58.0,0.0,0.0,131.0,0.0,489.0
27.0,0,0,0,0,0.0,90.0,79.0,72.0,90.0,88.0,57.0,85.0,0.0,30.0,0.0,2.0,20.0,70.0,3.0,3.0,10.0,0.0,369.0
23.0,0,0,0,0,0.0,94.0,81.0,21.0,80.0,89.0,49.0,85.0,1.0,24.0,0.0,3.0,16.0,63.0,6.0,10.0,0.0,0.0,436.0
36.0,0,1,0,1,0.0,70.0,64.0,36.0,85.0,86.0,57.0,85.0,1.0,23.0,0.0,2.0,17.0,78.0,14.0,25.0,23.0,0.0,384.0
28.0,0,0,0,0,0.0,72.0,68.0,27.0,75.0,87.0,49.0,85.0,1.0,14.0,0.0,3.0,9.0,21.0,4.0,4.0,0.0,0.0,358.0
22.0,0,0,0,0,0.0,97.0,39.0,23.0,95.0,95.0,49.0,92.0,0.0,22.0,0.0,2.0,16.0,82.0,9.0,14.0,0.0,0.0,520.0
44.0,0,0,0,0,0.0,82.0,76.0,39.0,96.0,84.0,49.0,85.0,1.0,38.0,2.0,4.0,24.0,104.0,10.0,23.0,0.0,0.0,358.0
36.0,1,0,0,0,0.0,74.0,23.0,55.0,85.0,81.0,48.0,85.0,2.0,51.0,3.0,8.0,31.0,142.0,9.0,21.0,0.0,0.0,457.0
33.0,1,0,0,0,0.0,78.0,64.0,64.0,88.0,87.0,49.0,85.0,0.0,32.0,0.0,5.0,20.0,97.0,12.0,25.0,0.0,0.0,438.0
29.0,1,1,0,1,0.0,84.0,86.0,61.0,90.0,87.0,48.0,88.0,1.0,22.0,2.0,1.0,16.0,50.0,6.0,9.0,0.0,0.0,452.0
23.0,0,0,0,0,0.0,94.0,62.0,69.0,77.0,87.0,49.0,85.0,4.0,35.0,2.0,3.0,24.0,133.0,0.0,0.0,0.0,0.0,419.0
27.0,0,0,1,0,0.0,92.0,76.0,77.0,97.0,87.0,49.0,85.0,4.0,7.0,0.0,1.0,6.0,9.0,0.0,0.0,30.0,0.0,525.0
29.0,0,1,1,1,0.0,87.0,71.0,84.0,96.0,87.0,49.0,85.0,1.0,26.0,1.0,2.0,17.0,56.0,12.0,19.0,213.0,0.0,445.0
25.0,1,0,0,0,0.0,83.0,81.0,49.0,79.0,86.0,61.0,85.0,1.0,32.0,1.0,4.0,23.0,101.0,8.0,16.0,0.0,0.0,472.0
21.0,1,1,0,1,0.0,82.0,85.0,60.0,96.0,86.0,49.0,85.0,3.0,10.0,1.0,0.0,7.0,16.0,0.0,1.0,33.0,0.0,464.0
30.0,0,0,0,0,0.0,76.0,48.0,40.0,91.0,87.0,49.0,85.0,1.0,20.0,1.0,4.0,11.0,67.0,9.0,14.0,20.0,0.0,358.0
31.0,0,0,0,0,0.0,90.0,85.0,33.0,84.0,82.0,49.0,88.0,1.0,28.0,1.0,4.0,20.0,67.0,7.0,14.0,0.0,0.0,358.0
31.0,0,0,0,0,0.0,94.0,91.0,66.0,95.0,90.0,49.0,85.0,2.0,26.0,1.0,2.0,16.0,68.0,18.0,24.0,0.0,0.0,458.0
29.0,0,0,0,0,0.0,94.0,89.0,40.0,98.0,92.0,57.0,85.0,1.0,16.0,0.0,3.0,11.0,27.0,2.0,5.0,146.0,0.0,426.0
24.0,0,0,0,0,0.0,84.0,79.0,60.0,81.0,87.0,49.0,85.0,2.0,19.0,0.0,2.0,13.0,34.0,0.0,0.0,0.0,0.0,460.0
30.0,0,0,1,0,0.0,75.0,48.0,54.0,81.0,86.0,49.0,88.0,4.0,18.0,0.0,1.0,11.0,34.0,0.0,0.0,0.0,0.0,475.0
36.0,0,0,0,0,0.0,87.0,79.0,60.0,87.0,87.0,49.0,88.0,1.0,7.0,0.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,511.0
35.0,0,1,0,1,0.0,88.0,63.0,57.0,94.0,86.0,49.0,85.0,4.0,19.0,1.0,3.0,10.0,54.0,3.0,5.0,0.0,0.0,377.0
20.0,0,0,0,0,0.0,92.0,74.0,24.0,94.0,86.0,49.0,88.0,1.0,11.0,0.0,2.0,6.0,13.0,2.0,9.0,0.0,0.0,368.0
21.0,1,0,0,0,0.0,78.0,89.0,63.0,89.0,87.0,49.0,88.0,4.0,13.0,1.0,2.0,8.0,35.0,5.0,7.0,0.0,0.0,433.0
25.0,0,1,1,1,0.0,91.0,87.0,65.0,96.0,87.0,49.0,85.0,1.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,579.0
22.0,0,0,0,0,0.0,90.0,79.0,39.0,84.0,87.0,54.0,85.0,1.0,24.0,0.0,0.0,20.0,46.0,0.0,2.0,0.0,0.0,455.0
29.0,0,0,0,0,0.0,86.0,83.0,42.0,84.0,88.0,49.0,85.0,1.0,16.0,0.0,1.0,12.0,33.0,7.0,13.0,52.0,0.0,399.0
27.0,0,0,1,0,0.0,89.0,59.0,52.0,88.0,86.0,60.0,85.0,2.0,30.0,1.0,2.0,21.0,76.0,0.0,0.0,72.0,0.0,358.0
36.0,0,1,0,1,0.0,89.0,55.0,72.0,85.0,88.0,49.0,85.0,2.0,15.0,1.0,2.0,11.0,26.0,0.0,0.0,22.0,0.0,445.0
33.0,1,1,0,1,0.0,92.0,89.0,74.0,94.0,86.0,49.0,88.0,4.0,5.0,0.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,587.0
23.0,0,1,0,1,0.0,77.0,77.0,39.0,88.0,86.0,53.0,85.0,4.0,22.0,1.0,3.0,15.0,66.0,10.0,20.0,0.0,0.0,358.0
27.0,0,0,0,0,0.0,96.0,55.0,62.0,90.0,80.0,49.0,85.0,1.0,30.0,2.0,3.0,22.0,53.0,0.0,0.0,0.0,0.0,489.0
34.0,0,0,1,0,0.0,88.0,35.0,59.0,83.0,87.0,49.0,85.0,1.0,30.0,0.0,2.0,25.0,58.0,0.0,2.0,97.0,0.0,358.0
33.0,0,1,1,1,0.0,91.0,80.0,54.0,79.0,86.0,49.0,88.0,2.0,25.0,0.0,1.0,17.0,30.0,0.0,0.0,0.0,0.0,446.0
29.0,1,1,1,1,0.0,80.0,82.0,75.0,92.0,86.0,49.0,88.0,5.0,6.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,2.0,508.0
24.0,0,0,1,0,0.0,94.0,89.0,87.0,94.0,86.0,49.0,88.0,0.0,24.0,1.0,4.0,14.0,69.0,5.0,22.0,0.0,0.0,517.0
23.0,0,0,0,0,0.0,88.0,89.0,65.0,94.0,87.0,49.0,88.0,1.0,11.0,0.0,1.0,6.0,29.0,6.0,9.0,0.0,0.0,469.0
19.0,0,0,0,0,0.0,96.0,90.0,65.0,94.0,86.0,59.0,88.0,5.0,16.0,0.0,1.0,11.0,28.0,1.0,6.0,0.0,0.0,409.0
19.0,0,1,1,1,0.0,88.0,82.0,48.0,90.0,86.0,49.0,88.0,1.0,9.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,486.0
22.0,0,1,0,1,0.0,85.0,77.0,61.0,91.0,86.0,59.0,85.0,2.0,5.0,1.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,489.0
23.0,0,0,0,0,0.0,88.0,89.0,42.0,94.0,86.0,49.0,88.0,1.0,22.0,0.0,3.0,14.0,56.0,3.0,9.0,0.0,0.0,408.0
24.0,0,0,0,0,0.0,92.0,89.0,63.0,94.0,86.0,49.0,88.0,1.0,12.0,1.0,2.0,7.0,17.0,2.0,5.0,0.0,0.0,492.0
22.0,0,1,0,1,0.0,89.0,83.0,68.0,86.0,87.0,49.0,85.0,1.0,7.0,1.0,1.0,4.0,15.0,1.0,2.0,0.0,0.0,438.0
27.0,0,1,0,1,0.0,86.0,86.0,62.0,94.0,87.0,49.0,88.0,0.0,12.0,0.0,1.0,7.0,13.0,0.0,0.0,72.0,0.0,531.0
20.0,0,0,0,0,0.0,92.0,89.0,55.0,94.0,86.0,49.0,88.0,1.0,10.0,0.0,0.0,7.0,19.0,1.0,4.0,0.0,0.0,467.0
21.0,0,0,1,0,0.0,89.0,78.0,64.0,96.0,87.0,49.0,85.0,1.0,10.0,0.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,505.0
29.0,0,0,0,0,0.0,89.0,73.0,64.0,92.0,87.0,49.0,85.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,578.0
30.0,0,1,0,1,0.0,90.0,44.0,40.0,86.0,89.0,49.0,88.0,3.0,10.0,1.0,2.0,5.0,20.0,1.0,4.0,93.0,0.0,358.0
25.0,0,0,0,0,0.0,84.0,62.0,62.0,83.0,87.0,49.0,85.0,2.0,25.0,1.0,3.0,14.0,50.0,0.0,0.0,362.0,0.0,509.0
21.0,0,0,0,0,0.0,94.0,85.0,61.0,96.0,87.0,49.0,85.0,1.0,17.0,0.0,2.0,13.0,36.0,1.0,1.0,0.0,0.0,465.0
29.0,0,0,0,0,0.0,91.0,92.0,8.0,83.0,86.0,50.0,88.0,4.0,35.0,0.0,4.0,22.0,62.0,1.0,11.0,76.0,0.0,358.0
44.0,0,0,0,0,0.0,89.0,84.0,60.0,81.0,87.0,49.0,88.0,1.0,15.0,2.0,0.0,11.0,19.0,1.0,1.0,0.0,0.0,478.0
21.0,0,1,0,1,0.0,82.0,75.0,53.0,80.0,87.0,49.0,85.0,2.0,9.0,0.0,0.0,7.0,17.0,1.0,3.0,10.0,0.0,449.0
34.0,0,0,0,0,0.0,84.0,57.0,5.0,87.0,89.0,49.0,85.0,1.0,32.0,1.0,1.0,21.0,60.0,0.0,0.0,182.0,0.0,372.0
38.0,0,0,1,0,0.0,94.0,92.0,77.0,97.0,86.0,49.0,85.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,573.0
26.0,0,0,1,0,0.0,91.0,82.0,57.0,92.0,86.0,49.0,88.0,2.0,24.0,0.0,2.0,15.0,33.0,0.0,1.0,40.0,0.0,411.0
27.0,0,0,0,0,0.0,84.0,76.0,67.0,84.0,87.0,49.0,85.0,4.0,11.0,0.0,1.0,6.0,15.0,1.0,1.0,32.0,0.0,407.0
19.0,0,0,1,0,0.0,93.0,81.0,40.0,96.0,86.0,49.0,85.0,1.0,11.0,0.0,1.0,8.0,35.0,5.0,12.0,0.0,0.0,404.0
30.0,1,1,1,1,0.0,71.0,25.0,34.0,94.0,84.0,50.0,85.0,4.0,25.0,0.0,2.0,16.0,70.0,0.0,0.0,40.0,0.0,358.0
30.0,0,0,0,0,0.0,83.0,74.0,54.0,85.0,87.0,49.0,85.0,0.0,22.0,0.0,3.0,15.0,40.0,0.0,0.0,0.0,0.0,466.0
29.0,0,0,0,0,0.0,86.0,80.0,78.0,95.0,87.0,61.0,85.0,1.0,14.0,0.0,2.0,9.0,25.0,10.0,12.0,0.0,0.0,465.0
20.0,1,1,1,1,0.0,91.0,90.0,62.0,93.0,87.0,49.0,77.0,1.0,12.0,0.0,1.0,8.0,16.0,1.0,2.0,0.0,0.0,457.0
29.0,0,1,0,1,0.0,90.0,80.0,19.0,91.0,86.0,49.0,88.0,1.0,23.0,1.0,4.0,14.0,45.0,8.0,17.0,0.0,0.0,401.0
33.0,0,1,1,1,0.0,73.0,14.0,9.0,93.0,88.0,49.0,85.0,1.0,23.0,0.0,3.0,15.0,34.0,8.0,12.0,40.0,0.0,405.0
25.0,1,0,0,0,0.0,82.0,84.0,22.0,84.0,86.0,49.0,85.0,1.0,36.0,0.0,3.0,23.0,90.0,4.0,13.0,41.0,0.0,389.0
33.0,0,0,0,0,0.0,98.0,73.0,28.0,93.0,82.0,49.0,45.0,1.0,6.0,0.0,1.0,4.0,6.0,0.0,0.0,30.0,0.0,526.0
31.0,0,0,0,0,0.0,77.0,85.0,58.0,76.0,86.0,49.0,85.0,1.0,42.0,0.0,5.0,26.0,105.0,1.0,6.0,0.0,0.0,358.0
30.0,0,0,0,0,0.0,91.0,92.0,54.0,90.0,92.0,49.0,88.0,1.0,24.0,0.0,2.0,18.0,50.0,0.0,0.0,0.0,0.0,470.0
24.0,0,0,1,0,0.0,82.0,74.0,69.0,71.0,90.0,49.0,85.0,1.0,28.0,1.0,3.0,19.0,56.0,0.0,0.0,103.0,0.0,423.0
21.0,0,0,0,0,0.0,83.0,89.0,64.0,94.0,87.0,49.0,88.0,4.0,9.0,0.0,2.0,6.0,15.0,1.0,1.0,0.0,0.0,512.0
42.0,0,1,0,1,0.0,92.0,95.0,27.0,94.0,86.0,49.0,88.0,1.0,8.0,0.0,2.0,5.0,12.0,4.0,7.0,0.0,0.0,456.0
30.0,0,0,0,0,0.0,83.0,77.0,54.0,83.0,87.0,49.0,85.0,2.0,22.0,1.0,3.0,16.0,49.0,3.0,4.0,0.0,0.0,387.0
23.0,0,0,0,0,0.0,92.0,89.0,73.0,94.0,86.0,49.0,88.0,1.0,18.0,0.0,2.0,12.0,28.0,0.0,1.0,0.0,0.0,497.0
33.0,0,0,0,0,0.0,94.0,90.0,16.0,90.0,91.0,60.0,88.0,1.0,19.0,2.0,2.0,12.0,49.0,4.0,10.0,0.0,0.0,358.0
30.0,0,0,0,0,0.0,97.0,95.0,69.0,96.0,88.0,60.0,85.0,1.0,37.0,2.0,4.0,24.0,86.0,0.0,1.0,0.0,0.0,554.0
24.0,0,1,1,1,0.0,83.0,70.0,69.0,88.0,88.0,49.0,85.0,1.0,31.0,0.0,4.0,21.0,90.0,13.0,28.0,0.0,0.0,417.0
28.0,0,0,0,0,0.0,82.0,77.0,54.0,91.0,87.0,49.0,85.0,1.0,16.0,1.0,1.0,10.0,50.0,2.0,3.0,0.0,0.0,430.0
35.0,0,0,0,0,0.0,91.0,86.0,66.0,92.0,89.0,49.0,85.0,1.0,23.0,1.0,3.0,15.0,56.0,0.0,2.0,0.0,0.0,449.0
20.0,0,0,0,0,0.0,89.0,89.0,80.0,94.0,87.0,49.0,88.0,1.0,14.0,1.0,1.0,9.0,25.0,0.0,10.0,0.0,0.0,469.0
36.0,0,0,0,0,0.0,87.0,75.0,52.0,84.0,84.0,49.0,88.0,1.0,7.0,0.0,0.0,4.0,10.0,0.0,0.0,127.0,0.0,549.0
28.0,0,0,0,0,0.0,92.0,90.0,25.0,92.0,86.0,49.0,85.0,1.0,29.0,0.0,5.0,19.0,58.0,6.0,12.0,0.0,0.0,358.0
25.0,0,0,0,0,0.0,93.0,66.0,88.0,95.0,89.0,49.0,88.0,1.0,5.0,1.0,0.0,2.0,20.0,0.0,1.0,0.0,0.0,552.0
50.0,0,0,0,0,0.0,85.0,85.0,62.0,91.0,84.0,49.0,85.0,0.0,11.0,1.0,0.0,5.0,17.0,1.0,1.0,0.0,0.0,429.0
26.0,0,0,0,0,0.0,91.0,71.0,42.0,80.0,86.0,59.0,88.0,1.0,12.0,1.0,2.0,7.0,15.0,0.0,2.0,0.0,0.0,403.0
30.0,0,0,0,0,0.0,89.0,93.0,33.0,83.0,86.0,49.0,85.0,5.0,20.0,1.0,2.0,13.0,36.0,0.0,9.0,0.0,0.0,358.0
21.0,0,0,0,0,0.0,85.0,88.0,51.0,78.0,87.0,49.0,88.0,5.0,20.0,1.0,4.0,10.0,37.0,0.0,4.0,0.0,0.0,424.0
26.0,1,1,0,1,0.0,75.0,85.0,67.0,94.0,87.0,49.0,88.0,1.0,9.0,0.0,1.0,6.0,11.0,1.0,1.0,0.0,0.0,438.0
29.0,0,0,0,0,0.0,91.0,86.0,57.0,97.0,87.0,49.0,85.0,0.0,16.0,1.0,2.0,10.0,25.0,1.0,8.0,0.0,0.0,487.0
39.0,0,0,0,0,0.0,95.0,88.0,78.0,96.0,83.0,49.0,85.0,1.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,517.0
25.0,0,0,0,0,0.0,95.0,48.0,47.0,90.0,87.0,49.0,85.0,1.0,41.0,0.0,5.0,29.0,102.0,10.0,31.0,0.0,0.0,429.0
31.0,0,0,0,0,0.0,97.0,93.0,88.0,95.0,87.0,48.0,85.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,546.0
40.0,1,0,1,0,0.0,86.0,61.0,86.0,93.0,88.0,49.0,85.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,528.0
23.0,0,1,1,1,0.0,93.0,79.0,74.0,83.0,87.0,49.0,85.0,1.0,43.0,1.0,6.0,25.0,132.0,11.0,28.0,0.0,0.0,443.0
34.0,0,1,0,1,0.0,92.0,74.0,68.0,94.0,87.0,49.0,85.0,1.0,12.0,1.0,1.0,8.0,15.0,0.0,0.0,42.0,0.0,469.0
23.0,0,1,0,1,0.0,89.0,89.0,76.0,94.0,87.0,49.0,88.0,4.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,578.0
30.0,0,1,0,1,0.0,93.0,59.0,66.0,92.0,87.0,49.0,85.0,3.0,15.0,2.0,3.0,8.0,24.0,3.0,3.0,0.0,0.0,425.0
23.0,1,0,0,0,0.0,95.0,87.0,54.0,92.0,91.0,49.0,91.0,5.0,11.0,0.0,1.0,7.0,14.0,6.0,8.0,0.0,0.0,455.0
40.0,0,0,0,0,0.0,94.0,93.0,82.0,94.0,88.0,49.0,88.0,4.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,623.0
30.0,0,0,1,0,0.0,90.0,27.0,28.0,88.0,89.0,60.0,85.0,2.0,19.0,1.0,1.0,12.0,50.0,0.0,0.0,42.0,1.0,391.0
27.0,0,1,1,1,0.0,98.0,79.0,12.0,93.0,94.0,49.0,85.0,2.0,16.0,0.0,2.0,12.0,22.0,0.0,5.0,10.0,0.0,416.0
29.0,0,0,1,0,0.0,85.0,74.0,55.0,90.0,87.0,49.0,85.0,2.0,55.0,1.0,5.0,40.0,172.0,0.0,19.0,105.0,0.0,369.0
23.0,0,0,0,0,0.0,88.0,51.0,41.0,96.0,86.0,49.0,85.0,2.0,22.0,0.0,2.0,14.0,60.0,6.0,11.0,0.0,0.0,383.0
27.0,0,0,0,0,0.0,95.0,80.0,68.0,96.0,96.0,49.0,85.0,0.0,7.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,550.0
46.0,0,1,0,1,0.0,84.0,47.0,64.0,90.0,91.0,49.0,85.0,1.0,21.0,0.0,1.0,13.0,32.0,0.0,1.0,0.0,8.0,358.0
22.0,0,1,1,1,0.0,89.0,89.0,64.0,94.0,87.0,49.0,88.0,2.0,7.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,558.0
22.0,0,0,1,0,0.0,93.0,79.0,52.0,83.0,86.0,49.0,85.0,1.0,22.0,0.0,0.0,15.0,40.0,0.0,0.0,0.0,0.0,497.0
20.0,1,0,0,0,0.0,90.0,89.0,17.0,94.0,86.0,49.0,88.0,6.0,11.0,0.0,2.0,8.0,16.0,7.0,7.0,0.0,0.0,405.0
25.0,0,0,0,0,0.0,89.0,79.0,43.0,88.0,86.0,49.0,85.0,1.0,31.0,1.0,4.0,19.0,83.0,5.0,18.0,12.0,0.0,358.0
35.0,0,0,0,0,0.0,91.0,89.0,57.0,92.0,86.0,49.0,88.0,1.0,13.0,1.0,0.0,10.0,21.0,0.0,0.0,20.0,0.0,504.0
32.0,0,0,0,0,0.0,82.0,54.0,58.0,87.0,86.0,49.0,88.0,1.0,12.0,0.0,0.0,8.0,29.0,1.0,1.0,0.0,0.0,436.0
23.0,0,0,0,0,0.0,88.0,79.0,61.0,96.0,87.0,49.0,85.0,2.0,29.0,1.0,3.0,21.0,83.0,1.0,11.0,0.0,0.0,388.0
27.0,0,0,0,0,0.0,91.0,87.0,63.0,96.0,87.0,49.0,85.0,0.0,15.0,1.0,1.0,8.0,24.0,5.0,12.0,54.0,0.0,358.0
23.0,0,1,1,1,0.0,94.0,60.0,54.0,96.0,86.0,49.0,85.0,0.0,14.0,0.0,1.0,9.0,18.0,0.0,0.0,0.0,0.0,449.0
31.0,0,1,1,1,0.0,88.0,74.0,64.0,94.0,87.0,49.0,88.0,2.0,21.0,0.0,2.0,16.0,41.0,1.0,1.0,0.0,0.0,513.0
31.0,0,1,0,1,0.0,87.0,86.0,80.0,94.0,87.0,49.0,88.0,1.0,3.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,507.0
24.0,0,0,0,0,0.0,89.0,51.0,65.0,94.0,81.0,49.0,77.0,2.0,23.0,0.0,2.0,17.0,80.0,9.0,18.0,0.0,0.0,364.0
24.0,0,0,0,0,0.0,92.0,53.0,56.0,86.0,87.0,49.0,88.0,1.0,19.0,1.0,1.0,11.0,69.0,3.0,5.0,0.0,0.0,372.0
22.0,0,0,1,0,0.0,89.0,85.0,62.0,83.0,86.0,49.0,88.0,6.0,23.0,2.0,1.0,16.0,41.0,0.0,0.0,0.0,0.0,485.0
21.0,0,0,0,0,0.0,90.0,87.0,41.0,96.0,87.0,49.0,85.0,1.0,17.0,0.0,0.0,14.0,35.0,1.0,8.0,0.0,0.0,419.0
29.0,0,0,0,0,0.0,91.0,70.0,63.0,80.0,86.0,49.0,85.0,4.0,26.0,1.0,3.0,17.0,51.0,0.0,0.0,44.0,0.0,370.0
41.0,1,0,0,0,0.0,79.0,17.0,22.0,89.0,82.0,49.0,85.0,1.0,29.0,3.0,2.0,19.0,86.0,17.0,27.0,0.0,0.0,358.0
23.0,0,0,0,0,0.0,91.0,86.0,71.0,96.0,87.0,49.0,85.0,4.0,4.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,599.0
27.0,0,0,1,0,0.0,91.0,88.0,54.0,94.0,86.0,49.0,88.0,1.0,28.0,0.0,1.0,20.0,57.0,0.0,0.0,0.0,0.0,444.0
22.0,0,0,0,0,0.0,90.0,89.0,90.0,94.0,87.0,49.0,88.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,611.0
32.0,0,0,1,0,0.0,90.0,46.0,5.0,91.0,86.0,49.0,85.0,2.0,31.0,2.0,3.0,21.0,49.0,1.0,1.0,93.0,2.0,358.0
22.0,0,0,1,0,0.0,83.0,55.0,68.0,87.0,87.0,49.0,85.0,1.0,33.0,1.0,5.0,20.0,62.0,0.0,0.0,0.0,0.0,500.0
31.0,1,0,0,0,0.0,96.0,73.0,68.0,92.0,82.0,49.0,85.0,3.0,38.0,3.0,3.0,24.0,83.0,0.0,0.0,209.0,0.0,464.0
35.0,0,1,1,1,0.0,83.0,80.0,40.0,94.0,86.0,49.0,88.0,6.0,18.0,0.0,1.0,12.0,24.0,0.0,0.0,40.0,0.0,418.0
29.0,0,0,0,0,0.0,90.0,89.0,67.0,94.0,87.0,49.0,88.0,1.0,35.0,0.0,5.0,21.0,135.0,34.0,44.0,0.0,0.0,474.0
24.0,1,0,1,0,0.0,77.0,84.0,60.0,94.0,87.0,49.0,88.0,1.0,20.0,0.0,1.0,17.0,33.0,0.0,0.0,0.0,0.0,461.0
29.0,0,0,0,0,0.0,90.0,74.0,28.0,91.0,87.0,57.0,85.0,2.0,23.0,1.0,1.0,15.0,74.0,6.0,16.0,0.0,0.0,358.0
23.0,0,0,0,0,0.0,76.0,21.0,72.0,92.0,87.0,49.0,85.0,1.0,41.0,0.0,5.0,24.0,113.0,5.0,13.0,0.0,0.0,456.0
