identity_feature_score,contract_ability_score,default_risk_score,consumer_preference_score,behavior_feature_score,growth_potential_score,hit_institutions_count,hit_banks_count,hit_consumer_finance_count,hit_microloan_count,institution_query_total,institution_query_3m,institution_query_6m,haoxin_risk_score,haoxin_litigation_score,overall_score
0.8999999999999999,0.9277108433734941,0.7415730337078651,0.8831168831168832,0.8309859154929577,0.8269230769230771,0.1111111111111111,0.0,0.125,0.1,0.04519774011299435,0.029411764705882353,0.03508771929824561,0.0,0.0,540.0
0.8666666666666667,0.8915662650602411,0.4269662921348314,0.8571428571428572,0.8309859154929577,0.7692307692307694,0.6481481481481481,0.4,0.375,0.6000000000000001,0.4689265536723164,0.0,0.14035087719298245,0.0,0.0,390.0
0.8833333333333333,0.8313253012048193,0.4382022471910112,0.7662337662337664,0.8309859154929577,0.8269230769230771,0.611111111111111,0.0,0.375,0.5750000000000001,0.3559322033898305,0.029411764705882353,0.017543859649122806,0.0,0.025,411.0
0.8166666666666667,0.9156626506024098,0.7303370786516853,0.8831168831168832,0.859154929577465,0.7692307692307694,0.09259259259259259,0.2,0.125,0.05,0.05084745762711865,0.029411764705882353,0.08771929824561403,0.0,0.0,523.0
0.41666666666666674,0.9036144578313253,0.4382022471910112,0.9610389610389611,0.8450704225352113,0.7692307692307694,0.33333333333333337,0.2,0.25,0.325,0.20903954802259886,0.11764705882352941,0.12280701754385964,0.0,0.0,409.0
0.8833333333333333,0.8795180722891568,0.8202247191011235,0.9480519480519483,0.8450704225352113,0.8269230769230771,0.18518518518518517,0.0,0.125,0.225,0.0847457627118644,0.0,0.03508771929824561,0.23480662983425413,0.0,495.0
0.8,0.783132530120482,0.7752808988764045,0.7662337662337664,0.8450704225352113,0.8269230769230771,0.6296296296296297,0.2,0.25,0.5750000000000001,0.6045197740112995,0.29411764705882354,0.5087719298245614,0.0,0.0,464.0
0.8833333333333333,0.5662650602409639,0.6853932584269663,0.8571428571428572,0.8309859154929577,0.7692307692307694,0.1111111111111111,0.0,0.0,0.125,0.06214689265536723,0.029411764705882353,0.017543859649122806,0.0,0.0,498.0
0.8666666666666667,0.6385542168674699,0.5168539325842696,0.9220779220779223,0.8309859154929577,0.7692307692307694,0.2962962962962963,0.0,0.125,0.30000000000000004,0.12994350282485875,0.23529411764705882,0.19298245614035087,0.0,0.0,404.0
0.9666666666666668,0.7228915662650603,0.9438202247191011,0.9480519480519483,0.619718309859155,0.8269230769230771,0.07407407407407407,0.2,0.125,0.05,0.022598870056497175,0.0,0.0,0.0,0.0,639.0
0.8,0.6024096385542169,0.6853932584269663,0.8441558441558443,0.8309859154929577,0.7692307692307694,0.35185185185185186,0.0,0.375,0.275,0.1694915254237288,0.0,0.017543859649122806,0.0,0.0,457.0
0.8999999999999999,0.9879518072289158,0.5617977528089887,0.9480519480519483,0.887323943661972,0.8269230769230771,0.12962962962962962,0.0,0.0,0.15000000000000002,0.04519774011299435,0.029411764705882353,0.017543859649122806,0.0,0.17500000000000002,500.0
0.8666666666666667,0.674698795180723,0.6292134831460674,0.7922077922077924,0.8309859154929577,0.7692307692307694,0.6296296296296297,0.4,0.0,0.7000000000000001,0.4915254237288135,0.0,0.0,0.08287292817679558,0.0,465.0
0.8666666666666667,0.8795180722891568,0.3146067415730337,0.974025974025974,0.8732394366197185,0.7692307692307694,0.2222222222222222,0.0,0.0,0.275,0.15254237288135591,0.1764705882352941,0.15789473684210525,0.0,0.0,510.0
0.9333333333333333,0.6385542168674699,0.7752808988764045,0.9480519480519483,0.8450704225352113,0.7692307692307694,0.18518518518518517,0.2,0.25,0.17500000000000002,0.10169491525423728,0.11764705882352941,0.07017543859649122,0.0,0.0,512.0
0.8833333333333333,0.9277108433734941,0.3932584269662921,0.8831168831168832,0.859154929577465,0.7692307692307694,0.611111111111111,0.2,0.75,0.55,0.5084745762711865,0.5294117647058824,0.5263157894736842,0.03867403314917127,0.0,375.0
0.7666666666666666,0.783132530120482,0.9101123595505617,0.8571428571428572,0.8450704225352113,0.7692307692307694,0.5370370370370371,0.6000000000000001,0.5,0.42500000000000004,0.384180790960452,0.14705882352941177,0.40350877192982454,0.0,0.0,515.0
0.6333333333333333,0.49397590361445787,0.6067415730337078,0.8571428571428572,0.8309859154929577,0.8269230769230771,0.4444444444444444,0.0,0.375,0.325,0.22033898305084745,0.0,0.0,0.0,0.07500000000000001,375.0
0.8666666666666667,0.6987951807228916,0.4044943820224719,0.9220779220779223,0.915492957746479,0.8269230769230771,0.12962962962962962,0.0,0.0,0.1,0.05649717514124293,0.0,0.03508771929824561,0.0,0.0,445.0
0.8666666666666667,0.8433734939759038,0.7528089887640449,0.8051948051948052,0.8450704225352113,0.7692307692307694,0.09259259259259259,0.2,0.125,0.07500000000000001,0.03954802259887005,0.0,0.0,0.0,0.0,525.0
0.8500000000000001,0.5180722891566265,0.5730337078651685,0.5064935064935066,0.8309859154929577,0.7692307692307694,0.12962962962962962,0.0,0.25,0.1,0.14689265536723164,0.08823529411764705,0.12280701754385964,0.0,0.0,358.0
1.0,0.855421686746988,0.9999999999999999,0.9870129870129871,0.7183098591549297,0.7692307692307694,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,632.0
0.75,0.7710843373493976,0.2584269662921348,0.8831168831168832,0.8309859154929577,0.7692307692307694,0.4444444444444444,0.4,0.5,0.42500000000000004,0.2598870056497175,0.20588235294117646,0.22807017543859648,0.0,0.0,438.0
0.8666666666666667,0.9879518072289158,0.9438202247191011,0.9610389610389611,0.7605633802816902,0.7692307692307694,0.018518518518518517,0.0,0.0,0.025,0.005649717514124294,0.0,0.0,0.0,0.0,637.0
0.4833333333333334,0.37349397590361455,0.8651685393258427,0.8701298701298703,0.8309859154929577,0.7692307692307694,0.037037037037037035,0.0,0.0,0.025,0.011299435028248588,0.0,0.0,0.0,0.0,554.0
0.9166666666666667,0.6867469879518073,0.5617977528089887,0.7402597402597404,0.8450704225352113,0.8269230769230771,0.2777777777777778,0.2,0.375,0.225,0.1977401129943503,0.2647058823529412,0.22807017543859648,0.0,0.0,358.0
0.95,0.7951807228915663,0.7303370786516853,0.9870129870129871,0.8450704225352113,0.7692307692307694,0.6296296296296297,0.2,0.5,0.625,0.4406779661016949,0.058823529411764705,0.17543859649122806,0.027624309392265192,0.0,509.0
0.6499999999999999,0.9638554216867471,0.6179775280898876,0.8051948051948052,0.8450704225352113,0.8269230769230771,0.38888888888888884,0.0,0.25,0.375,0.1751412429378531,0.0,0.0,0.0,0.0,487.0
0.8333333333333333,0.5542168674698795,0.7865168539325842,0.0,0.9577464788732395,0.7692307692307694,0.018518518518518517,0.0,0.0,0.05,0.011299435028248588,0.058823529411764705,0.03508771929824561,0.0,0.0,453.0
0.8999999999999999,0.9518072289156628,0.6629213483146067,0.9480519480519483,0.8309859154929577,0.8269230769230771,0.35185185185185186,0.0,0.125,0.325,0.22033898305084745,0.058823529411764705,0.03508771929824561,0.0,0.0,549.0
0.95,0.9759036144578314,0.6741573033707865,0.9480519480519483,0.8450704225352113,0.8269230769230771,0.1111111111111111,0.0,0.125,0.125,0.04519774011299435,0.0,0.05263157894736842,0.0,0.0,506.0
0.8,0.5903614457831325,0.6741573033707865,0.9220779220779223,0.8309859154929577,0.7692307692307694,0.2777777777777778,0.2,0.0,0.30000000000000004,0.1638418079096045,0.0,0.0,0.505524861878453,0.0,463.0
0.9666666666666668,0.5421686746987953,0.4044943820224719,0.8961038961038963,0.8732394366197185,0.7692307692307694,0.12962962962962962,0.0,0.0,0.2,0.05649717514124293,0.029411764705882353,0.08771929824561403,0.08287292817679558,0.0,471.0
0.9666666666666668,0.819277108433735,0.6179775280898876,0.974025974025974,0.7605633802816902,0.7692307692307694,0.1111111111111111,0.0,0.125,0.125,0.03954802259887005,0.0,0.017543859649122806,0.0,0.0,429.0
0.9166666666666667,0.060240963855421686,0.16853932584269662,0.9610389610389611,0.971830985915493,0.7692307692307694,0.5925925925925926,0.2,0.5,0.47500000000000003,0.3672316384180791,0.11764705882352941,0.19298245614035087,0.06906077348066297,0.0,358.0
0.9166666666666667,0.6987951807228916,0.4269662921348314,0.9610389610389611,0.887323943661972,0.903846153846154,0.611111111111111,0.0,0.5,0.5750000000000001,0.4745762711864407,0.0,0.0,0.0,0.0,449.0
0.6666666666666667,0.6626506024096386,0.6404494382022471,0.9610389610389611,0.859154929577465,0.7692307692307694,0.24074074074074073,0.2,0.0,0.275,0.10734463276836158,0.058823529411764705,0.05263157894736842,0.0,0.0,460.0
0.8833333333333333,0.7590361445783134,0.7865168539325842,0.8961038961038963,0.28169014084507044,0.8269230769230771,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.05,553.0
0.8,0.5542168674698795,0.5505617977528089,0.8181818181818183,0.8309859154929577,0.7692307692307694,0.2592592592592593,0.0,0.25,0.17500000000000002,0.10734463276836158,0.0,0.0,0.0,0.0,445.0
0.8,0.40963855421686757,0.5393258426966292,0.9870129870129871,0.8732394366197185,0.75,0.38888888888888884,0.0,0.125,0.47500000000000003,0.1864406779661017,0.11764705882352941,0.10526315789473684,0.2458563535911602,0.0,481.0
0.8666666666666667,0.6626506024096386,0.21348314606741572,0.8961038961038963,0.887323943661972,0.7692307692307694,0.4814814814814815,0.0,0.5,0.42500000000000004,0.3050847457627119,0.1764705882352941,0.24561403508771928,0.0,0.0,396.0
0.8999999999999999,0.9036144578313253,0.9438202247191011,0.9480519480519483,0.8309859154929577,0.8269230769230771,0.018518518518518517,0.0,0.0,0.025,0.005649717514124294,0.0,0.0,0.0,0.0,637.0
0.8666666666666667,0.9156626506024098,0.5393258426966292,0.8831168831168832,0.7464788732394367,0.7692307692307694,0.4444444444444444,0.0,0.25,0.4,0.288135593220339,0.14705882352941177,0.15789473684210525,0.3011049723756906,0.0,358.0
0.6166666666666667,0.819277108433735,0.6516853932584269,0.974025974025974,0.8309859154929577,0.7692307692307694,0.6481481481481481,0.2,0.625,0.6000000000000001,0.4576271186440678,0.029411764705882353,0.017543859649122806,0.0,0.0,463.0
0.8666666666666667,0.7951807228915663,0.5955056179775281,0.9350649350649352,0.859154929577465,0.7692307692307694,0.2777777777777778,0.0,0.125,0.275,0.14124293785310735,0.029411764705882353,0.03508771929824561,0.0,0.0,458.0
0.8999999999999999,0.9518072289156628,0.19101123595505617,0.974025974025974,0.7746478873239437,0.7692307692307694,0.2037037037037037,0.0,0.0,0.225,0.06779661016949153,0.2647058823529412,0.15789473684210525,0.0,0.0,388.0
0.8999999999999999,0.9638554216867471,0.5168539325842696,0.9090909090909092,0.8450704225352113,0.7692307692307694,0.37037037037037035,0.2,0.0,0.35000000000000003,0.2711864406779661,0.08823529411764705,0.07017543859649122,0.4033149171270718,0.0,400.0
0.8166666666666667,0.674698795180723,0.797752808988764,0.974025974025974,0.8450704225352113,0.7692307692307694,0.05555555555555555,0.0,0.125,0.05,0.022598870056497175,0.0,0.0,0.0,0.0,542.0
0.9333333333333333,0.6024096385542169,0.5393258426966292,0.9090909090909092,0.8309859154929577,0.7692307692307694,0.611111111111111,0.0,0.25,0.525,0.5254237288135594,0.0,0.3157894736842105,0.0,0.0,402.0
0.8500000000000001,0.8915662650602411,0.7303370786516853,0.8311688311688312,0.8450704225352113,0.7692307692307694,0.42592592592592593,0.4,0.125,0.45,0.3050847457627119,0.0,0.0,0.0,0.0,460.0
0.8833333333333333,0.5542168674698795,0.9213483146067415,0.8831168831168832,0.9577464788732395,0.7692307692307694,0.1111111111111111,0.2,0.125,0.1,0.096045197740113,0.11764705882352941,0.08771929824561403,0.027624309392265192,0.0,506.0
0.7166666666666668,0.819277108433735,0.4044943820224719,0.7402597402597404,0.8309859154929577,0.8269230769230771,0.5555555555555556,0.4,0.375,0.47500000000000003,0.3163841807909604,0.1764705882352941,0.15789473684210525,0.0,0.0,385.0
0.8333333333333333,0.9036144578313253,0.21348314606741572,0.8441558441558443,0.8450704225352113,0.7692307692307694,0.5,0.0,0.375,0.5,0.4858757062146893,0.3529411764705882,0.45614035087719296,0.0,0.0,358.0
0.7333333333333334,0.3614457831325302,0.15730337078651685,0.8441558441558443,0.8309859154929577,0.7692307692307694,0.2592592592592593,0.0,0.25,0.2,0.1694915254237288,0.0,0.14035087719298245,0.0,0.0,358.0
0.8,0.6867469879518073,0.8089887640449438,0.8961038961038963,0.8450704225352113,0.7692307692307694,0.35185185185185186,0.0,0.375,0.30000000000000004,0.3333333333333333,0.2647058823529412,0.3508771929824561,0.0,0.0,419.0
0.8666666666666667,0.7228915662650603,0.7865168539325842,0.9220779220779223,0.8732394366197185,0.7692307692307694,0.5925925925925926,0.2,0.375,0.45,0.5028248587570622,0.0,0.017543859649122806,0.5193370165745856,0.0,389.0
0.7666666666666666,0.6987951807228916,0.6067415730337078,0.9480519480519483,0.8450704225352113,0.8269230769230771,0.07407407407407407,0.0,0.0,0.07500000000000001,0.033898305084745756,0.0,0.0,0.0,0.0,534.0
0.9166666666666667,0.855421686746988,0.6516853932584269,0.9480519480519483,0.8309859154929577,0.8269230769230771,0.38888888888888884,0.2,0.125,0.42500000000000004,0.2768361581920904,0.0,0.0,0.0,0.0,448.0
0.9333333333333333,0.8674698795180723,0.3146067415730337,0.9220779220779223,0.8450704225352113,0.7692307692307694,0.1111111111111111,0.2,0.125,0.125,0.033898305084745756,0.058823529411764705,0.08771929824561403,0.0,0.0,363.0
0.6000000000000001,0.7228915662650603,0.2696629213483146,0.974025974025974,0.8732394366197185,0.7692307692307694,0.33333333333333337,0.0,0.125,0.325,0.14689265536723164,0.0,0.03508771929824561,0.19337016574585636,0.0,480.0
0.7833333333333334,0.6024096385542169,0.6516853932584269,0.9610389610389611,0.8450704225352113,0.7692307692307694,0.2592592592592593,0.0,0.0,0.30000000000000004,0.1751412429378531,0.029411764705882353,0.017543859649122806,0.0,0.0,508.0
0.8,0.5542168674698795,0.7191011235955056,0.9090909090909092,0.8309859154929577,0.7692307692307694,0.5185185185185185,0.2,0.375,0.5,0.4124293785310734,0.058823529411764705,0.05263157894736842,0.0,0.0,484.0
0.9166666666666667,0.6626506024096386,0.7752808988764045,0.9480519480519483,0.8309859154929577,0.7692307692307694,0.14814814814814814,0.2,0.125,0.07500000000000001,0.13559322033898305,0.0,0.017543859649122806,0.0,0.0,514.0
0.8666666666666667,0.7710843373493976,0.8651685393258427,0.9350649350649352,0.8450704225352113,0.7692307692307694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027624309392265192,0.0,564.0
0.8666666666666667,0.8795180722891568,0.7528089887640449,0.9480519480519483,0.859154929577465,0.7692307692307694,0.2222222222222222,0.0,0.0,0.225,0.096045197740113,0.0,0.0,0.9917127071823204,0.0,507.0
0.9333333333333333,0.9277108433734941,0.3370786516853932,0.9610389610389611,0.859154929577465,0.8269230769230771,0.1111111111111111,0.0,0.0,0.125,0.03954802259887005,0.0,0.05263157894736842,0.0,0.0,506.0
0.95,0.9036144578313253,0.4269662921348314,0.9480519480519483,0.8450704225352113,0.8269230769230771,0.16666666666666666,0.0,0.125,0.17500000000000002,0.0790960451977401,0.14705882352941177,0.14035087719298245,0.0,0.0,525.0
0.9333333333333333,0.7349397590361446,0.7191011235955056,0.9090909090909092,0.8309859154929577,0.7692307692307694,0.09259259259259259,0.4,0.0,0.07500000000000001,0.02824858757062147,0.0,0.0,0.0,0.0,567.0
0.7666666666666666,0.7590361445783134,0.7752808988764045,0.9610389610389611,0.8450704225352113,0.7692307692307694,0.33333333333333337,0.2,0.375,0.30000000000000004,0.23163841807909605,0.29411764705882354,0.3508771929824561,0.0,0.0,424.0
0.9333333333333333,0.9759036144578314,0.9438202247191011,0.9480519480519483,0.8309859154929577,0.8269230769230771,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,652.0
0.8166666666666667,0.40963855421686757,0.6404494382022471,0.974025974025974,0.8309859154929577,0.7692307692307694,0.2222222222222222,0.2,0.125,0.125,0.096045197740113,0.08823529411764705,0.05263157894736842,0.0,0.0,437.0
0.9833333333333334,0.6385542168674699,0.7640449438202247,0.9610389610389611,0.8309859154929577,0.7692307692307694,0.037037037037037035,0.4,0.0,0.025,0.01694915254237288,0.0,0.03508771929824561,0.0,0.0,580.0
0.6333333333333333,0.9518072289156628,0.3932584269662921,0.7662337662337664,0.8450704225352113,0.8269230769230771,0.4629629629629629,0.2,0.0,0.5,0.23728813559322035,0.0,0.017543859649122806,0.3867403314917127,0.0,451.0
0.7666666666666666,0.819277108433735,0.2696629213483146,0.7662337662337664,0.887323943661972,0.7692307692307694,0.14814814814814814,0.0,0.375,0.125,0.10734463276836158,0.14705882352941177,0.22807017543859648,0.0,0.0,468.0
0.9333333333333333,0.9397590361445783,0.7865168539325842,0.974025974025974,0.8732394366197185,0.7692307692307694,0.05555555555555555,0.0,0.0,0.1,0.022598870056497175,0.0,0.0,0.0,0.0,597.0
0.75,0.710843373493976,0.3033707865168539,0.9350649350649352,0.8732394366197185,0.7692307692307694,0.5555555555555556,0.0,0.5,0.55,0.4180790960451977,0.058823529411764705,0.07017543859649122,0.0,0.0,358.0
0.8500000000000001,0.8313253012048193,0.5393258426966292,0.9350649350649352,0.8309859154929577,0.7692307692307694,0.33333333333333337,0.0,0.125,0.325,0.20338983050847456,0.0,0.0,0.20994475138121546,0.0,456.0
0.7833333333333334,0.15662650602409636,0.6516853932584269,0.9090909090909092,0.8450704225352113,0.8269230769230771,0.2037037037037037,0.0,0.0,0.2,0.096045197740113,0.0,0.0,0.30939226519337015,0.0,545.0
0.8666666666666667,0.8433734939759038,0.6179775280898876,0.8831168831168832,0.8450704225352113,0.7692307692307694,0.2222222222222222,0.2,0.25,0.2,0.23728813559322035,0.058823529411764705,0.05263157894736842,0.0,0.0,468.0
0.8333333333333333,0.8915662650602411,0.2584269662921348,0.9220779220779223,0.8309859154929577,0.8269230769230771,0.2592592592592593,0.0,0.125,0.225,0.0903954802259887,0.0,0.03508771929824561,0.11049723756906077,0.0,410.0
0.9833333333333334,0.4457831325301205,0.6853932584269663,0.9350649350649352,0.7746478873239437,0.7692307692307694,0.38888888888888884,0.2,0.5,0.35000000000000003,0.3502824858757062,0.029411764705882353,0.03508771929824561,0.0,0.0,456.0
0.8833333333333333,0.3614457831325302,0.797752808988764,0.9350649350649352,0.8450704225352113,0.7692307692307694,0.7222222222222222,0.2,0.875,0.675,0.5197740112994351,0.029411764705882353,0.08771929824561403,0.0,0.0,358.0
0.95,0.9036144578313253,0.6853932584269663,0.6753246753246753,0.859154929577465,0.7692307692307694,0.2222222222222222,0.2,0.125,0.17500000000000002,0.12994350282485875,0.0,0.03508771929824561,0.0,0.0,463.0
0.8333333333333333,0.819277108433735,0.6853932584269663,0.8961038961038963,0.859154929577465,0.7692307692307694,0.5,0.2,0.25,0.5,0.4124293785310734,0.0,0.0,0.0,0.0,407.0
0.8666666666666667,0.5421686746987953,0.5280898876404494,0.8961038961038963,0.8309859154929577,0.7692307692307694,0.09259259259259259,0.0,0.125,0.1,0.0790960451977401,0.029411764705882353,0.07017543859649122,0.0,0.0,407.0
0.6666666666666667,0.8795180722891568,0.8651685393258427,0.8571428571428572,0.7323943661971832,0.7692307692307694,0.4629629629629629,0.2,0.375,0.42500000000000004,0.4971751412429379,0.20588235294117646,0.24561403508771928,0.0,0.0,358.0
