PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,overall_score
-0.3527859127555607,-0.12439394906014645,-0.031459604880170425,-0.32106958331294455,-0.153897170524032,-0.11007170866727706,0.016373888756798127,0.11115007311731084,-0.04487923774480457,-0.046004018225643345,0.010459708070940058,-0.035612433649658104,540.0
0.20476812956748963,0.22775558374164584,0.8234876582940299,0.17045331968357227,0.17218200441877818,-0.13248718210340787,-0.0475546186019159,0.2111723266762574,0.030126219800915233,0.2487450133408779,-0.1200817469449909,-0.08406934744742312,390.0
-0.4136168870269336,-0.06259590833849923,0.14113780633377768,0.247828328859857,-0.15450975062987737,-0.15510176465862746,-0.04830735530059049,0.10828675802966037,-0.12968226125293025,-0.07210266648754753,0.1134470390398493,-0.21969439414985073,411.0
-0.17509028010187272,0.7294747036573673,-0.5203988616934043,-0.2155676225411175,-0.08204793899111534,-0.24937451791657927,0.11078918066184723,-0.05956077937814985,-0.018111416295779226,0.10129128489260872,-0.06037551993402063,0.012576507530685732,523.0
-0.40354220284651554,-0.049574865651921624,0.0438391037387171,0.08529183980303831,0.0033945907853576984,-0.28571103777799844,-0.16609032971414137,-0.2078175364560969,0.3514480637433106,0.018867430350161182,0.0068449631335943464,-0.16990777737005303,409.0
-0.36217037731637886,-0.12216810908945003,-0.01021024445433652,-0.25419788108489466,-0.20822273732239532,-0.08929608208811346,0.0037722015632412065,-0.09070944131658587,0.5211389745239567,-0.0708373807379105,0.22865294573089162,0.02764121354428961,495.0
0.3225173047760757,-0.5151549320211043,-0.33643532670918463,0.4613038925742228,0.11763579145561548,-0.12091472820746801,0.26779559380478746,0.18580747647943607,0.03146228416959729,-0.011417896881449341,-0.042415371654513916,0.18984088377940012,464.0
-0.3355426049868067,-0.12340713408297183,-0.005755549851164596,-0.24715725520480575,-0.26875818151275443,0.19957367373086993,0.024477872679352863,-0.07632322566587502,-0.12448037839682752,-0.07150337140209506,-0.05170007869524125,0.008576747165935816,498.0
0.3387721421914894,-0.5395274290220241,-0.3787946897010983,0.3081051334708529,-0.31533719564226553,-0.06322430854620997,-0.12766413466035204,-0.15208066013458432,0.2924101287015428,-0.17426518033836585,-0.03426779545231044,0.05717215910782636,404.0
-0.3270886988006042,-0.13997651759503354,-0.04463741226176082,-0.4082664140745521,0.0709106136949198,0.1259919068594267,0.2610131757854316,0.006978753194142873,0.024318815339473,0.0473233238637632,-0.07591512244116229,0.018191211521158546,639.0
-0.3706163471654648,-0.0860678525552419,0.08829272965313648,0.04064745028740688,-0.11613482737329203,0.058212556514757485,0.1549876110135261,-0.01058901171762483,-0.11462479133916165,-0.17667713199979068,0.06197484773393096,-0.1344781987740139,457.0
1.197136969869685,0.5626608672548784,-0.29638764175224497,-0.1349168773037575,-0.11527047671110299,-0.04546942057326203,-0.21941680403203925,0.2873068311723378,0.004832800731032039,-0.0016486836935947352,-0.09025154340669728,0.033265949898777625,500.0
-0.3802802157732257,-0.08192811568999421,0.09910696670433168,0.1444385722168151,-0.19716257985056235,0.22734203138204176,0.14800967002411625,0.10966414659305779,-0.021843393819980295,0.33541642233664576,-0.03471637256705873,-0.12296675166963211,465.0
-0.2086198160208249,0.7457005200827745,-0.47693518519611533,0.007614996131224738,-0.3017409142229301,-0.14157228109917436,-0.28121143897597967,0.03817691448655913,-0.14175488690929028,0.011961751806209328,-0.06826455956209337,0.09575019377373006,510.0
-0.3616182393747596,-0.11590395896810247,0.03617035846070792,-0.12236963813344792,-0.13197633244268825,0.023457679519904573,0.21137573933090903,-0.035722129983490225,-0.056047104181064566,0.011504305495774664,-0.07702378631269398,0.015456080247772841,512.0
-0.48697762633240993,-0.04650302840240477,0.1945225097028275,0.580840930871922,0.06386151762333897,-0.19799003187089526,0.016542070807761267,0.432904446242773,-0.02733683147495486,-0.1033752344571128,-0.02983961207732937,0.12042234399078255,375.0
-0.4235051711563582,-0.07258959814808146,0.13414293655609277,0.28090313805520206,0.07382132074773906,-0.19257549186058698,0.5330392904224873,0.14088679759630718,0.09298787754227911,0.2317353216854237,-0.1542209930887775,0.07224119341657464,515.0
0.27285081532224936,0.22082972328007103,0.7557609656394139,-0.09377366137416604,0.5041333953164773,0.3351563513113594,-0.06322960808776834,-0.16959905543807097,0.4031346619372953,-0.27504826459257914,0.03181037137648572,-0.13801340916466487,375.0
-0.3582820891648867,-0.10585139475562876,-0.005210805941504165,-0.1790516397884659,-0.17522714591438257,0.02293901469220988,-0.23882496384010082,-0.11926958351049832,-0.16140546344769502,-0.007244965351010546,-0.05108827311042328,0.009394647606307371,445.0
